Ano;NOME;Métrica;Valor
2020;ALUNO-274;IDADE_ALUNO;16
2020;ALUNO-274;ANOS_PM;2
2020;ALUNO-274;FASE_TURMA;5A
2020;ALUNO-274;PONTO_VIRADA;Não
2020;ALUNO-274;INDE;6.113055666666667
2020;ALUNO-274;INDE_CONCEITO;C
2020;ALUNO-274;PEDRA;Ágata
2020;ALUNO-274;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.
2020;ALUNO-274;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-274;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-274;IAA;7.91667
2020;ALUNO-274;IEG;5.6
2020;ALUNO-274;IPS;7.5
2020;ALUNO-274;IDA;3.6666666666666665
2020;ALUNO-274;IPP;7.291666666666667
2020;ALUNO-274;IPV;7.444443333333334
2020;ALUNO-274;IAN;5
2020;ALUNO-274;FASE_2021;5.0
2020;ALUNO-275;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-275;IDADE_ALUNO;13
2020;ALUNO-275;ANOS_PM;3
2020;ALUNO-275;FASE_TURMA;3M
2020;ALUNO-275;PONTO_VIRADA;Não
2020;ALUNO-275;INDE;6.399376666666667
2020;ALUNO-275;INDE_CONCEITO;C
2020;ALUNO-275;PEDRA;Ágata
2020;ALUNO-275;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.
2020;ALUNO-275;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-275;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-275;IAA;10.000020000000001
2020;ALUNO-275;IEG;5.2
2020;ALUNO-275;IPS;7.5
2020;ALUNO-275;IDA;4.333333333333333
2020;ALUNO-275;IPP;6.09375
2020;ALUNO-275;IPV;5.666665
2020;ALUNO-275;IAN;10
2020;ALUNO-275;FASE_2021;3.0
2020;ALUNO-277;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-277;IDADE_ALUNO;12
2020;ALUNO-277;ANOS_PM;2
2020;ALUNO-277;FASE_TURMA;1E
2020;ALUNO-277;PONTO_VIRADA;Não
2020;ALUNO-277;INDE;8.018889999999999
2020;ALUNO-277;INDE_CONCEITO;B
2020;ALUNO-277;PEDRA;Ametista
2020;ALUNO-277;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-277;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-277;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-277;IAA;9.500020000000001
2020;ALUNO-277;IEG;8.4
2020;ALUNO-277;IPS;5.625
2020;ALUNO-277;IDA;10
2020;ALUNO-277;IPP;7.708333333333334
2020;ALUNO-277;IPV;7.777773333333332
2020;ALUNO-277;IAN;5
2020;ALUNO-277;FASE_2021;1.0
2020;ALUNO-278;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-278;IDADE_ALUNO;17
2020;ALUNO-278;ANOS_PM;1
2020;ALUNO-278;FASE_TURMA;5L
2020;ALUNO-278;PONTO_VIRADA;Não
2020;ALUNO-278;INDE;8.240834333333334
2020;ALUNO-278;INDE_CONCEITO;B
2020;ALUNO-278;PEDRA;Ametista
2020;ALUNO-278;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-278;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-278;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-278;IAA;8.75001
2020;ALUNO-278;IEG;9.6
2020;ALUNO-278;IPS;9.375
2020;ALUNO-278;IDA;7.333333333333333
2020;ALUNO-278;IPP;8.749999999999998
2020;ALUNO-278;IPV;8.333333333333334
2020;ALUNO-278;IAN;5
2020;ALUNO-280;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-280;IDADE_ALUNO;10
2020;ALUNO-280;ANOS_PM;2
2020;ALUNO-280;FASE_TURMA;1F
2020;ALUNO-280;PONTO_VIRADA;Não
2020;ALUNO-280;INDE;6.6462520000000005
2020;ALUNO-280;INDE_CONCEITO;C
2020;ALUNO-280;PEDRA;Ágata
2020;ALUNO-280;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.
2020;ALUNO-280;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-280;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-280;IAA;8.500020000000001
2020;ALUNO-280;IEG;6.2
2020;ALUNO-280;IPS;5
2020;ALUNO-280;IDA;6.5
2020;ALUNO-280;IPP;6.5625
2020;ALUNO-280;IPV;8
2020;ALUNO-280;IAN;5
2020;ALUNO-282;FASE_2021;5.0
2020;ALUNO-283;FASE_2021;5.0
2020;ALUNO-284;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-284;IDADE_ALUNO;14
2020;ALUNO-284;ANOS_PM;0
2020;ALUNO-284;FASE_TURMA;3A
2020;ALUNO-284;PONTO_VIRADA;Não
2020;ALUNO-284;INDE;7.901875833333333
2020;ALUNO-284;INDE_CONCEITO;B
2020;ALUNO-284;PEDRA;Ametista
2020;ALUNO-284;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-284;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-284;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-284;IAA;7.91667
2020;ALUNO-284;IEG;9.9
2020;ALUNO-284;IPS;7.5
2020;ALUNO-284;IDA;7.666666666666667
2020;ALUNO-284;IPP;7.96875
2020;ALUNO-284;IPV;7.7500025
2020;ALUNO-284;IAN;5
2020;ALUNO-285;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-285;IDADE_ALUNO;11
2020;ALUNO-285;ANOS_PM;0
2020;ALUNO-285;FASE_TURMA;2D
2020;ALUNO-285;PONTO_VIRADA;Não
2020;ALUNO-285;INDE;5.112502
2020;ALUNO-285;INDE_CONCEITO;D
2020;ALUNO-285;PEDRA;Quartzo
2020;ALUNO-285;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.
2020;ALUNO-285;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-285;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-285;IAA;9.500020000000001
2020;ALUNO-285;IEG;0
2020;ALUNO-285;IPS;7.5
2020;ALUNO-285;IDA;1
2020;ALUNO-285;IPP;8.125
2020;ALUNO-285;IPV;7
2020;ALUNO-285;IAN;10
2020;ALUNO-286;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-286;IDADE_ALUNO;12
2020;ALUNO-286;ANOS_PM;0
2020;ALUNO-286;FASE_TURMA;1G
2020;ALUNO-286;PONTO_VIRADA;Não
2020;ALUNO-286;INDE;6.956252
2020;ALUNO-286;INDE_CONCEITO;C
2020;ALUNO-286;PEDRA;Ágata
2020;ALUNO-286;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.
2020;ALUNO-286;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-286;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-286;IAA;8.000020000000001
2020;ALUNO-286;IEG;6
2020;ALUNO-286;IPS;6.875
2020;ALUNO-286;IDA;7.5
2020;ALUNO-286;IPP;7.1875
2020;ALUNO-286;IPV;7.75
2020;ALUNO-286;IAN;5
2020;ALUNO-287;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-287;IDADE_ALUNO;11
2020;ALUNO-287;ANOS_PM;1
2020;ALUNO-287;FASE_TURMA;2H
2020;ALUNO-287;PONTO_VIRADA;Sim
2020;ALUNO-287;INDE;8.302085
2020;ALUNO-287;INDE_CONCEITO;B
2020;ALUNO-287;PEDRA;Ametista
2020;ALUNO-287;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-287;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-287;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-287;IAA;7.4166799999999995
2020;ALUNO-287;IEG;8.5
2020;ALUNO-287;IPS;7.5
2020;ALUNO-287;IDA;7.5
2020;ALUNO-287;IPP;8.4375
2020;ALUNO-287;IPV;8.833335
2020;ALUNO-287;IAN;10
2020;ALUNO-288;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-288;IDADE_ALUNO;12
2020;ALUNO-288;ANOS_PM;0
2020;ALUNO-288;FASE_TURMA;2C
2020;ALUNO-288;PONTO_VIRADA;Não
2020;ALUNO-288;INDE;6.840002
2020;ALUNO-288;INDE_CONCEITO;C
2020;ALUNO-288;PEDRA;Ágata
2020;ALUNO-288;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-288;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-288;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-288;IAA;9.000020000000001
2020;ALUNO-288;IEG;7.7
2020;ALUNO-288;IPS;7.5
2020;ALUNO-288;IDA;3.75
2020;ALUNO-288;IPP;8.333333333333334
2020;ALUNO-288;IPV;7.833333333333334
2020;ALUNO-288;IAN;5
2020;ALUNO-288;FASE_2021;3.0
2020;ALUNO-292;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-292;IDADE_ALUNO;15
2020;ALUNO-292;ANOS_PM;1
2020;ALUNO-292;FASE_TURMA;4B
2020;ALUNO-292;PONTO_VIRADA;Sim
2020;ALUNO-292;INDE;8.485558666666666
2020;ALUNO-292;INDE_CONCEITO;A
2020;ALUNO-292;PEDRA;Topázio
2020;ALUNO-292;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-292;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-292;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-292;IAA;10.000020000000001
2020;ALUNO-292;IEG;9.9
2020;ALUNO-292;IPS;6.875
2020;ALUNO-292;IDA;7.666666666666667
2020;ALUNO-292;IPP;8.958333333333332
2020;ALUNO-292;IPV;9.44445
2020;ALUNO-292;IAN;5
2020;ALUNO-293;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-293;IDADE_ALUNO;14
2020;ALUNO-293;ANOS_PM;1
2020;ALUNO-293;FASE_TURMA;5F
2020;ALUNO-293;PONTO_VIRADA;Não
2020;ALUNO-293;INDE;4.4162505
2020;ALUNO-293;INDE_CONCEITO;D
2020;ALUNO-293;PEDRA;Quartzo
2020;ALUNO-293;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.
2020;ALUNO-293;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-293;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-293;IAA;6.66667
2020;ALUNO-293;IEG;1.3
2020;ALUNO-293;IPS;4.375
2020;ALUNO-293;IDA;0
2020;ALUNO-293;IPP;7.1875
2020;ALUNO-293;IPV;6.6666675
2020;ALUNO-293;IAN;10
2020;ALUNO-293;FASE_2021;5.0
2020;ALUNO-294;FASE_2021;0.0
2020;ALUNO-295;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-295;IDADE_ALUNO;9
2020;ALUNO-295;ANOS_PM;3
2020;ALUNO-295;FASE_TURMA;1D
2020;ALUNO-295;PONTO_VIRADA;Não
2020;ALUNO-295;INDE;7.586252
2020;ALUNO-295;INDE_CONCEITO;B
2020;ALUNO-295;PEDRA;Ametista
2020;ALUNO-295;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-295;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-295;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-295;IAA;9.000020000000001
2020;ALUNO-295;IEG;8.9
2020;ALUNO-295;IPS;4.375
2020;ALUNO-295;IDA;7.25
2020;ALUNO-295;IPP;4.6875
2020;ALUNO-295;IPV;7.75
2020;ALUNO-295;IAN;10
2020;ALUNO-295;FASE_2021;1.0
2020;ALUNO-296;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-296;IDADE_ALUNO;10
2020;ALUNO-296;ANOS_PM;0
2020;ALUNO-296;FASE_TURMA;2B
2020;ALUNO-296;PONTO_VIRADA;Não
2020;ALUNO-296;INDE;7.713335
2020;ALUNO-296;INDE_CONCEITO;B
2020;ALUNO-296;PEDRA;Ametista
2020;ALUNO-296;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-296;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-296;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-296;IAA;9.000020000000001
2020;ALUNO-296;IEG;8.9
2020;ALUNO-296;IPS;7.5
2020;ALUNO-296;IDA;5
2020;ALUNO-296;IPP;7.5
2020;ALUNO-296;IPV;7.666665
2020;ALUNO-296;IAN;10
2020;ALUNO-296;FASE_2021;2.0
2020;ALUNO-297;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-297;IDADE_ALUNO;15
2020;ALUNO-297;ANOS_PM;1
2020;ALUNO-297;FASE_TURMA;3J
2020;ALUNO-297;PONTO_VIRADA;Não
2020;ALUNO-297;INDE;7.201112
2020;ALUNO-297;INDE_CONCEITO;C
2020;ALUNO-297;PEDRA;Ágata
2020;ALUNO-297;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-297;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-297;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-297;IAA;8.33334
2020;ALUNO-297;IEG;8.7
2020;ALUNO-297;IPS;4.375
2020;ALUNO-297;IDA;6
2020;ALUNO-297;IPP;8.125
2020;ALUNO-297;IPV;8.38889
2020;ALUNO-297;IAN;5
2020;ALUNO-297;FASE_2021;3.0
2020;ALUNO-298;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-298;IDADE_ALUNO;11
2020;ALUNO-298;ANOS_PM;2
2020;ALUNO-298;FASE_TURMA;1G
2020;ALUNO-298;PONTO_VIRADA;Não
2020;ALUNO-298;INDE;6.3366690000000006
2020;ALUNO-298;INDE_CONCEITO;C
2020;ALUNO-298;PEDRA;Ágata
2020;ALUNO-298;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.
2020;ALUNO-298;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-298;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-298;IAA;8.500020000000001
2020;ALUNO-298;IEG;6.6
2020;ALUNO-298;IPS;5
2020;ALUNO-298;IDA;6.5
2020;ALUNO-298;IPP;5
2020;ALUNO-298;IPV;6.833335
2020;ALUNO-298;IAN;5
2020;ALUNO-299;INSTITUICAO_ENSINO_ALUNO;Estácio
2020;ALUNO-299;IDADE_ALUNO;19
2020;ALUNO-299;ANOS_PM;4
2020;ALUNO-299;FASE_TURMA;8A
2020;ALUNO-299;INDE;8.388334
2020;ALUNO-299;INDE_CONCEITO;B
2020;ALUNO-299;PEDRA;Ametista
2020;ALUNO-299;DESTAQUE_IEG;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.
2020;ALUNO-299;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Faculdade.
2020;ALUNO-299;IAA;5.83334
2020;ALUNO-299;IEG;10
2020;ALUNO-299;IPS;5.625
2020;ALUNO-299;IDA;9.2
2020;ALUNO-299;IPP;0
2020;ALUNO-299;IPV;0
2020;ALUNO-299;IAN;10
2020;ALUNO-300;INSTITUICAO_ENSINO_ALUNO;UNISA
2020;ALUNO-300;IDADE_ALUNO;18
2020;ALUNO-300;ANOS_PM;1
2020;ALUNO-300;FASE_TURMA;8A
2020;ALUNO-300;INDE;6.776668000000001
2020;ALUNO-300;INDE_CONCEITO;C
2020;ALUNO-300;PEDRA;Ágata
2020;ALUNO-300;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.
2020;ALUNO-300;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Faculdade.
2020;ALUNO-300;IAA;9.16668
2020;ALUNO-300;IEG;0
2020;ALUNO-300;IPS;7.5
2020;ALUNO-300;IDA;8.4
2020;ALUNO-300;IPP;0
2020;ALUNO-300;IPV;0
2020;ALUNO-300;IAN;10
2020;ALUNO-301;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-301;IDADE_ALUNO;9
2020;ALUNO-301;ANOS_PM;1
2020;ALUNO-301;FASE_TURMA;1J
2020;ALUNO-301;PONTO_VIRADA;Não
2020;ALUNO-301;INDE;8.848335333333335
2020;ALUNO-301;INDE_CONCEITO;A
2020;ALUNO-301;PEDRA;Topázio
2020;ALUNO-301;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-301;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-301;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-301;IAA;10.000020000000001
2020;ALUNO-301;IEG;9.2
2020;ALUNO-301;IPS;7.5
2020;ALUNO-301;IDA;9.5
2020;ALUNO-301;IPP;7.916666666666668
2020;ALUNO-301;IPV;7.833333333333333
2020;ALUNO-301;IAN;10
2020;ALUNO-301;FASE_2021;2.0
2020;ALUNO-303;FASE_2021;0.0
2020;ALUNO-305;INSTITUICAO_ENSINO_ALUNO;Rede Decisão/União
2020;ALUNO-305;IDADE_ALUNO;13
2020;ALUNO-305;ANOS_PM;2
2020;ALUNO-305;FASE_TURMA;2J
2020;ALUNO-305;PONTO_VIRADA;Não
2020;ALUNO-305;INDE;7.361390666666666
2020;ALUNO-305;INDE_CONCEITO;B
2020;ALUNO-305;PEDRA;Ametista
2020;ALUNO-305;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-305;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-305;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-305;IAA;8.500020000000001
2020;ALUNO-305;IEG;8.3
2020;ALUNO-305;IPS;7.5
2020;ALUNO-305;IDA;6.5
2020;ALUNO-305;IPP;6.458333333333334
2020;ALUNO-305;IPV;8.277776666666666
2020;ALUNO-305;IAN;5
2020;ALUNO-305;FASE_2021;3.0
2020;ALUNO-306;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-306;IDADE_ALUNO;17
2020;ALUNO-306;ANOS_PM;1
2020;ALUNO-306;FASE_TURMA;7B
2020;ALUNO-306;PONTO_VIRADA;Não
2020;ALUNO-306;INDE;3.8914599999999995
2020;ALUNO-306;INDE_CONCEITO;D
2020;ALUNO-306;PEDRA;Quartzo
2020;ALUNO-306;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.
2020;ALUNO-306;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-306;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-306;IAA;6.66667
2020;ALUNO-306;IEG;1.4
2020;ALUNO-306;IPS;4.375
2020;ALUNO-306;IDA;0
2020;ALUNO-306;IPP;5.15625
2020;ALUNO-306;IPV;4.95834
2020;ALUNO-306;IAN;10
2020;ALUNO-309;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-309;IDADE_ALUNO;9
2020;ALUNO-309;ANOS_PM;1
2020;ALUNO-309;FASE_TURMA;1G
2020;ALUNO-309;PONTO_VIRADA;Não
2020;ALUNO-309;INDE;8.200002000000001
2020;ALUNO-309;INDE_CONCEITO;B
2020;ALUNO-309;PEDRA;Ametista
2020;ALUNO-309;DESTAQUE_IEG;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.
2020;ALUNO-309;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-309;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-309;IAA;8.500020000000001
2020;ALUNO-309;IEG;6.5
2020;ALUNO-309;IPS;7.5
2020;ALUNO-309;IDA;10
2020;ALUNO-309;IPP;7.5
2020;ALUNO-309;IPV;7.75
2020;ALUNO-309;IAN;10
2020;ALUNO-310;FASE_2021;0.0
2020;ALUNO-312;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-312;IDADE_ALUNO;11
2020;ALUNO-312;ANOS_PM;1
2020;ALUNO-312;FASE_TURMA;2J
2020;ALUNO-312;PONTO_VIRADA;Não
2020;ALUNO-312;INDE;8.508890666666668
2020;ALUNO-312;INDE_CONCEITO;A
2020;ALUNO-312;PEDRA;Topázio
2020;ALUNO-312;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-312;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-312;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-312;IAA;10.000020000000001
2020;ALUNO-312;IEG;9.1
2020;ALUNO-312;IPS;7.5
2020;ALUNO-312;IDA;8.5
2020;ALUNO-312;IPP;5.833333333333333
2020;ALUNO-312;IPV;8.277776666666666
2020;ALUNO-312;IAN;10
2020;ALUNO-312;FASE_2021;2.0
2020;ALUNO-313;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-313;IDADE_ALUNO;8
2020;ALUNO-313;ANOS_PM;0
2020;ALUNO-313;FASE_TURMA;0F
2020;ALUNO-313;PONTO_VIRADA;Não
2020;ALUNO-313;INDE;7.9000010000000005
2020;ALUNO-313;INDE_CONCEITO;B
2020;ALUNO-313;PEDRA;Ametista
2020;ALUNO-313;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-313;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-313;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-313;IAA;7.50002
2020;ALUNO-313;IEG;10
2020;ALUNO-313;IPS;7.5
2020;ALUNO-313;IDA;6.5
2020;ALUNO-313;IPP;7.5
2020;ALUNO-313;IPV;6.749995
2020;ALUNO-313;IAN;10
2020;ALUNO-313;FASE_2021;0.0
2020;ALUNO-315;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-315;IDADE_ALUNO;13
2020;ALUNO-315;ANOS_PM;1
2020;ALUNO-315;FASE_TURMA;4A
2020;ALUNO-315;PONTO_VIRADA;Sim
2020;ALUNO-315;INDE;9.461114666666667
2020;ALUNO-315;INDE_CONCEITO;A
2020;ALUNO-315;PEDRA;Topázio
2020;ALUNO-315;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-315;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-315;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-315;IAA;9.16668
2020;ALUNO-315;IEG;10
2020;ALUNO-315;IPS;9.375
2020;ALUNO-315;IDA;8.666666666666666
2020;ALUNO-315;IPP;8.958333333333332
2020;ALUNO-315;IPV;9.8889
2020;ALUNO-315;IAN;10
2020;ALUNO-315;FASE_2021;5.0
2020;ALUNO-316;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-316;IDADE_ALUNO;11
2020;ALUNO-316;ANOS_PM;0
2020;ALUNO-316;FASE_TURMA;2M
2020;ALUNO-316;PONTO_VIRADA;Não
2020;ALUNO-316;INDE;6.4275009999999995
2020;ALUNO-316;INDE_CONCEITO;C
2020;ALUNO-316;PEDRA;Ágata
2020;ALUNO-316;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-316;DESTAQUE_IDA;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.
2020;ALUNO-316;DESTAQUE_IPV;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.
2020;ALUNO-316;IAA;7.41668
2020;ALUNO-316;IEG;7.7
2020;ALUNO-316;IPS;7.5
2020;ALUNO-316;IDA;0
2020;ALUNO-316;IPP;8.125
2020;ALUNO-316;IPV;7.916665
2020;ALUNO-316;IAN;10
2020;ALUNO-318;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-318;IDADE_ALUNO;9
2020;ALUNO-318;ANOS_PM;0
2020;ALUNO-318;FASE_TURMA;0B
2020;ALUNO-318;PONTO_VIRADA;Não
2020;ALUNO-318;INDE;8.300001000000002
2020;ALUNO-318;INDE_CONCEITO;B
2020;ALUNO-318;PEDRA;Ametista
2020;ALUNO-318;DESTAQUE_IEG;Seu destaque em 2020: A sua boa entrega das lições de casa.
2020;ALUNO-318;DESTAQUE_IDA;Seu destaque em 2020: As suas boas notas na Passos Mágicos.
2020;ALUNO-318;DESTAQUE_IPV;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.
2020;ALUNO-318;IAA;9.000020000000001
2020;ALUNO-318;IEG;10
2020;ALUNO-318;IPS;7.5
2020;ALUNO-318;IDA;10
2020;ALUNO-318;IPP;7.5
2020;ALUNO-318;IPV;6.999995
2020;ALUNO-318;IAN;5
2020;ALUNO-319;INSTITUICAO_ENSINO_ALUNO;Escola Pública
2020;ALUNO-319;IDADE_ALUNO;11
2020;ALUNO-319;ANOS_PM;1
2020;ALUNO-319;FASE_TURMA;2B
2020;ALUNO-319;PONTO_VIRADA;Não
2020;ALUNO-319;INDE;7.1833350000000005
2020;ALUNO-319;INDE_CONCEITO;C
2020;ALUNO-319;PEDRA;Ágata
