ano;inep_id;dependencia_id;localizacao_id;ef_1ano;ef_2ano;ef_3ano;ef_4ano;ef_5ano;ef_6ano;ef_7ano;ef_8ano;ef_9ano;ef_total_ai;ef_total_af;ef_total;em_1ano;em_2ano;em_3ano;em_4ano;em_total
2020;35044878;2;1;0;0;0;0;0;7.4;6.6;15.2;9.5;0;10;10;9.1;5.7;12.7;0;9.5
2020;35046536;2;1;1.5;1.1;0;1.9;2.9;0;0;0;0;1.6;0;1.6;0;0;0;0;0
2020;35046541;2;1;0;0.8;0;1.5;0.8;0;0;0;0;0.6;0;0.6;0;0;0;0;0
2020;35049086;2;1;0;1.9;0;3.8;4.3;4.8;9.8;5.7;9.8;2.5;7.3;5.1;6.9;8.1;6.1;0;7.1
2020;35075152;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;35075164;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;35121551;4;1;0;0;0;0;6.3;0;4.2;0;0;1.3;1;1.1;0;0;5;0;1.8
2020;35125349;4;1;0;0;2.2;0;0;0;2.2;0;5.6;0.4;1.3;0.8;2.3;0;0;0;1
2020;35132688;4;2;0;0;1.4;0;0;1.3;1.3;3.4;1.7;0.3;1.9;0.9;0;0;0;0;0
2020;35137741;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;35144770;4;1;0;3.6;0;10;0;2.6;3.6;3.7;0;2.7;2.8;2.8;2.5;4.2;0;0;2.5
2020;35206805;3;1;0;0;6.8;1.1;0;0;0;0;0;1.5;0;1.5;0;0;0;0;0
2020;35247236;3;2;0;0;20;0;0;0;0;0;0;2;0;2;0;0;0;0;0
2020;35277836;3;1;3;0;2.3;6.9;3.2;9.4;12.5;13.5;4.8;3.2;10.7;6.5;0;0;0;0;0
2020;35277848;3;1;0;0;6.9;0;5.9;0;0;0;0;2;0;2;0;0;0;0;0
2020;35277859;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;35277861;3;1;0;0;0;0;25;0;0;0;0;3.2;0;3.2;0;0;0;0;0
2020;35285754;3;1;0;0;0;0;12.5;0;0;0;0;2.8;0;2.8;0;0;0;0;0
2020;35288081;3;1;3.8;0;0;0;0;0;0;0;0;3.8;0;3.8;0;0;0;0;0
2020;35301413;3;1;0;0;9.1;0;12.5;0;0;0;0;4.1;0;4.1;0;0;0;0;0
2020;35405413;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;35429168;4;1;0;0;0;4.8;0;0;0;0;0;1.4;0;0.7;0;0;0;0;0
2020;35466232;4;1;0;0;0;3.6;0;0;0;4;0;0.7;0.8;0.8;0;0;0;0;0
2020;35659137;3;1;1.7;3.1;0;7.8;1.8;10.7;4.5;12.1;2.9;2.8;7.8;4.8;0;0;0;0;0
2020;35664200;3;2;0;7.1;0;9.1;0;0;0;0;0;3.8;0;3.8;0;0;0;0;0
2020;35664224;3;1;0;0;2.4;0;4.1;0;0;0;0;1.2;0;1.2;0;0;0;0;0
2020;35902160;2;1;0;0;0;0;0;2.6;4.3;0;5.9;0;3.3;3.3;0;2.8;0;0;1.1
2020;35904181;2;1;0;0;0;0;0;1.3;6;8.1;8.9;0;5.8;5.8;8.3;4.6;3.3;0;5.2
2020;35904193;2;1;0;0;0;0;0;2;2.1;0;5.1;0;2.2;2.2;0;0;0;0;0
2020;35912402;2;1;0;1.6;6.7;3.3;13.2;0;0;0;0;5.4;0;5.4;0;0;0;0;0
2020;35914782;2;1;0;0;0;0;0;3.1;5;10.9;7.1;0;6.3;6.3;10.6;8.7;9.7;0;9.6
2020;35914848;2;1;3.1;3;0;0;8.9;8.1;16.7;11.4;6.9;3.6;10.9;6.9;16.7;2.8;6.1;0;8.1
2020;35917084;2;1;1.8;0;0;10.3;0;0;0;0;0;2.5;0;2.5;0;0;0;0;0
2020;35918672;2;1;0;0;0;0;0;10.3;7.7;0;0;0;5.1;5.1;0;0;0;0;0
2020;35918817;2;1;0;0;0;0;0;0;2.9;0;0;0;0.9;0.9;0;0;0;0;0
2020;35918830;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020;35919007;2;1;0;1.3;1.3;0;4.2;0;0;0;0;1.7;0;1.7;0;0;0;0;0
2020;35920058;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;35010273;2;1;0;0;0;0;0;2.8;5.4;4.8;5.1;0;4.6;4.6;7.4;7.3;0;0;5.5
2021;35010285;2;1;0;0;0;0;0;3.4;2.8;7.5;5.6;0;5;5;4.9;5.3;8.6;0;6.5
2021;35035403;2;1;0;0;0;0;0;1.3;1.4;2.7;2.9;0;2;2;6.3;3.8;2.8;0;4.2
2021;35040708;2;1;0;0;0;0;0;1.4;0;1.4;0.9;0;0.9;0.9;4.1;0;5.4;0;3.4
2021;35044878;2;1;0;0;0;0;0;9.7;5.2;6;15.2;0;9.3;9.3;11.8;7.6;7.4;0;9.2
2021;35046536;2;1;0;1.6;1.1;0;1.9;0;0;0;0;1;0;1;0;0;0;0;0
2021;35046541;2;1;0.9;0;1.4;0;0.7;0;0;0;0;0.6;0;0.6;0;0;0;0;0
2021;35049086;2;1;0;0;3.4;0;3.8;4.3;3.3;7.1;7.4;1.7;5.6;3.7;8.5;5.3;6.9;0;6.8
2021;35075152;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;35075164;3;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
2021;35121551;4;1;0;0;6.3;0;0;6.3;0;0;0;1.5;1.2;1.3;0;0;0;0;0
2021;35125349;4;1;2;0;0;0;6;0;0;0;0;1.7;0;1;4;0;0;0;1.1
2021;35132688;4;2;0;0;0;0;0;0;1.5;1.4;3.8;0;1.5;0.7;0;0;0;0;0
2021;35137741;4;2;0;0;0;0;2.3;0;0;0;0;0.5;0;0.5;0;0;0;0;0
2021;35144770;4;1;4.8;5.3;4.2;0;7.4;0;2.2;3.8;3.5;4.1;2.7;3.2;0;2.4;2.1;0;1.7
2021;35206805;3;1;1.6;0;1.9;6.3;1.1;0;0;0;0;2.1;0;2.1;0;0;0;0;0
2021;35247236;3;2;0;0;0;20;0;0;0;0;0;2.1;0;2.1;0;0;0;0;0
2021;35277836;3;1;0;3.1;0;4.3;7.4;9.4;9.1;13.8;14.7;3.1;11.7;7;0;0;0;0;0
2021;35277848;3;1;0;0;0;6.7;0;0;0;0;0;0.8;0;0.8;0;0;0;0;0
2021;35277859;3;1;3.4;0;0;0;0;0;0;0;0;0.6;0;0.6;0;0;0;0;0
2021;35277861;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;35285754;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;35288081;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;35301413;3;1;0;0;0;8;4.5;0;0;0;0;2.8;0;2.8;0;0;0;0;0
2021;35405413;3;1;0;0;10;0;0;0;0;0;0;1.9;0;1.9;0;0;0;0;0
2021;35429168;4;1;0;0;0;0;4.2;0;0;3.6;0;1.2;1.2;1.2;0;0;0;0;0
2021;35466232;4;1;0;0;0;7.1;3.7;0;0;0;5.3;1.9;1.1;1.5;0;0;0;0;0
2021;35659137;3;1;2.3;1.6;2.9;1.9;7.5;1.9;8.2;4.9;12.9;3.2;6.3;4.5;0;0;0;0;0
2021;35664200;3;2;0;0;7.1;0;7.7;0;0;0;0;3.3;0;3.3;0;0;0;0;0
2021;35664224;3;1;0;0;0;2.4;1.9;0;0;0;0;0.8;0;0.8;0;0;0;0;0
2021;35902160;2;1;0;0;0;0;0;2.4;7.7;2.3;0;0;3.3;3.3;9.1;0;2.6;0;4.3
2021;35904181;2;1;0;0;0;0;0;2.9;4.1;8.4;8.9;0;6.2;6.2;8.7;13.3;3;0;7.6
2021;35904193;2;1;0;0;0;0;0;0;2.1;2.4;2.3;0;1.8;1.8;0;0;0;0;0
2021;35912402;2;1;0;6.6;3.2;6.7;3.3;0;0;0;0;4.9;0;4.9;0;0;0;0;0
2021;35914782;2;1;0;0;0;0;0;6.4;5.1;6.5;10.9;0;7;7;6.3;7.3;8.4;0;7.4
2021;35914848;2;1;0;0;0;0;0;10.9;5.6;17.6;8.8;0;10.7;5.3;6.9;11.1;0;0;5.7
2021;35917084;2;1;0;0;0;0;11.1;0;0;0;0;1.7;0;1.7;0;0;0;0;0
2021;35918672;2;1;0;0;0;0;0;5.3;10.7;7.7;0;0;6.3;6.3;0;0;0;0;0
2021;35918817;2;1;0;0;0;0;0;2.8;0;5.7;0;0;2.3;2.3;0;0;0;0;0
2021;35918830;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;35919007;2;1;0;0;1.3;1.2;0;0;0;0;0;0.7;0;0.7;0;0;0;0;0
2021;35920058;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;35010273;2;1;0;0;0;0;0;1;1.8;5.5;3.7;0;3;3;4.8;7.6;3.2;0;5.3
2022;35010285;2;1;0;0;0;0;0;4.7;7.6;3.4;6.2;0;5.3;5.3;5.8;5.6;1.8;0;4.5
2022;35035403;2;1;0;0;0;0;0;0;1.2;1.4;1.4;0;1;1;1.7;3.8;1.4;0;2.2
2022;35040708;2;1;0;0;0;0;0;3.1;1.5;0;1.4;0;1.5;1.5;2.9;0;0;0;1.6
2022;35044878;2;1;0;0;0;0;0;1.3;4.7;7.8;4.4;0;4.7;4.7;13.9;5;7.4;0;9.3
2022;35046536;2;1;1;1.1;1.5;1;3.7;0;0;0;0;1.6;0;1.6;0;0;0;0;0
2022;35046541;2;1;1.6;0;0;1.3;1.9;0;0;0;0;1;0;1;0;0;0;0;0
2022;35049086;2;1;0;0;0;1.7;0;6.6;0;5;10.7;0.4;6;3.1;3.8;2.1;3.9;0;3.4
2022;35075152;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;35075164;3;1;1.6;0;0;0;0;0;0;0;0;1.6;0;1.6;0;0;0;0;0
2022;35121551;4;1;0;0;0;4.2;0;0;0;0;4.3;1.2;1.3;1.3;0;0;0;0;0
2022;35125349;4;1;1.8;1.9;3.9;0;1.9;2.2;0;0;2.3;1.9;1.2;1.6;0;3.8;0;0;1.1
2022;35132688;4;2;0;0;0;0;0;0;0;1.9;0;0;0.4;0.2;0;0;0;0;0
2022;35137741;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;35144770;4;1;0;0;4;4.2;0;5.9;0;2.2;2.1;1.5;2.5;2.1;4.2;2.8;2.8;0;3.5
2022;35206805;3;1;5;1.8;3;2.6;7.4;0;0;0;0;4.1;0;4.1;0;0;0;0;0
2022;35247236;3;2;0;0;8.3;7.7;14.3;0;0;0;0;5.7;0;5.7;0;0;0;0;0
2022;35277836;3;1;0;0;2.9;0;2.5;7.1;8.6;12.9;12;1.3;10.1;5.2;0;0;0;0;0
2022;35277848;3;1;0;0;1.9;1.9;0;0;0;0;0;0.9;0;0.9;0;0;0;0;0
2022;35277859;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;35285754;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;35288081;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;35301413;3;1;0;0;0;0;10.3;0;0;0;0;2.8;0;2.8;0;0;0;0;0
2022;35405413;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;35429168;4;1;6.7;0;6.7;0;0;3.7;5;0;0;2.4;2;2.2;0;0;0;0;0
2022;35466232;4;1;0;0;0;0;6.3;3.7;0;0;0;1;1;1;5.3;0;0;0;2.3
2022;35659137;3;1;7.4;3.8;0;2.4;3.3;8.2;6.4;6.3;9.3;3.3;7.5;5.1;0;0;0;0;0
2022;35664200;3;2;0;7.7;5;0;7.1;0;0;0;0;3.5;0;3.5;0;0;0;0;0
2022;35664224;3;1;0;0;4.2;2.1;4.4;0;0;0;0;2.1;0;2.1;0;0;0;0;0
2022;35902160;2;1;0;0;0;0;0;2.7;0;3.3;6.3;0;3.3;3.3;0;6.9;4.3;0;4.5
2022;35904181;2;1;0;0;0;0;0;0;3.1;4.3;5.5;0;3.4;3.4;2.8;8.7;10.2;0;7.2
2022;35904193;2;1;0;0;0;0;0;3.6;4.9;2.3;4.5;0;3.8;3.8;0;0;0;0;0
2022;35912402;2;1;0;1.8;3.3;6.5;6.1;0;0;0;0;4.5;0;4.5;0;0;0;0;0
2022;35914782;2;1;0;0;0;0;0;4.8;8.1;2.8;8.3;0;5.9;5.9;11.9;6.6;6;0;8
2022;35914848;2;1;0;2.4;3.1;2.9;0;0;13;5.7;14.3;1.9;8.7;5.1;6.9;0;0;0;3
2022;35917084;2;1;3;0;1.6;6.1;2;0;0;0;0;2.1;0;2.1;0;0;0;0;0
2022;35918672;2;1;0;0;0;0;0;0;8.8;6.5;10.3;0;6.5;6.5;0;0;0;0;0
2022;35918817;2;1;0;0;0;0;0;3.1;3;4;6.1;0;4.1;4.1;0;0;0;0;0
2022;35918830;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;35919007;2;1;0;0;0;0;2.5;0;0;0;0;0.7;0;0.7;0;0;0;0;0
2022;35920058;2;1;0;0;0;3.2;0;0;0;0;0;1.5;0;1.5;0;0;0;0;0
